post/keyword,comment/tweet,username,majority_sent,lang_id
demonstrasi demonstration _output4,@491321de-cd8 Guna gambar masa serangan polis ketika demonstrasi Bersih. Bebal punya anjing Rosmah ni.,a667a076-776,negative,my
demonstrasi demonstration _output4,"@f0ec11a8-914 Dulu menangis , Sekarang happy birthday dalam gedung DPR, smentara rakyatnya diluar gedung nangis demonstrasi",c53e99dc-e04,negative,my
demonstrasi demonstration _output4,Kedua² sahabat saya @b76b9bbd-bff @b99824cb-f23 yg memperjuangkan nasib rakyat akan dituduh ke mahkamah esok 18 Ogos di Kompleks Mhkmh KL. Mereka dituduh di bwh Sekseyn 9(5) Akta Perhimpunan Aman 2012 berkaitan Demonstrasi Aman Turunkan Harga Barang #solidariti #kerajaangagal https://t.co/3ve449DEH3,1a1fe0bd-4f2,negative,my
demonstrasi demonstration _output4,@9d0a2b6f-1b1 @7dd9c4f4-a54 @d3344a52-2ba Bersih Should Do A Very Large Demonstration ASAP Hundreds Of Thousands Bolihland Is Being Govern By Corrupted Politicians That Lost GE14 & PH Traitors That Betrayed Citizens Both Are Being Protected By Corrupted Enforcement Plus Parliament Speakers Must Do It Before Its Too Late,666769f7-b79,negative,en
demonstrasi demonstration _output4,Eh ah sudah lupa harini ada demonstrasi eh? dekat area mana tu? Aku nak gi Jalan Pahang sat lg... hrp tak tutup la situ 😅,0e0cf186-1f5,neutral,my
demonstrasi demonstration _output4,"Just a thought, it feels so surreal. Dulu masa bersama parti/gerakan haluan kanan, banyak kali juga turun demonstrasi jalanan. Kini parti/gerakan haluan kiri pula yang agresif di jalanan. Energy ni aku notice depend on siapa yang jadi kerajaan and vice versa.",d2c2ef97-6c7,negative,cm
demonstrasi demonstration _output4,Kerajaan sangat cepat memberi respon terhadap gerakan demonstrasi skala kecil yang digerakkan mahasiswa dan awam. Kementerian Pengajian Tinggi mengeluarkan pelan tindakan untuk universiti melalui hebahan siaran medianya. Tan Sri @1dac0029-913 pula mahu bertemu para pendemonstrator.,3bfb9e38-3b7,positive,my
demonstrasi demonstration _output4,"Aku percaya bahawa street protest atau demonstrasi jalanan tidak menyelesaikan masalah, bahkan merumitkan lagi masalah yang ada. Peristiwa di negara bergolak membuktikan bahawa kerosakan yang lebih besar berlaku setelah demonstrasi jalanan dibuat secara besar besaran.",74285d51-14d,negative,my
demonstrasi demonstration _output4,Demonstrasi yang mengagalkan rancangan Malayan Union Ingatkah siapa yang paling awal bersetuju dengan penubuhan Malayan Union sehingga rakyat waktu itu terpaksa turun membantah? Sejarah tidak harus dilupakan https://t.co/QmD6sFdIMc,a8f2be7d-7ee,positive,my
demonstrasi demonstration _output4,"Ampun Tuanku, Demonstrasi adalah proses Demokrasi yang sah sebahagian dari sejarah Malaysia dapat Merdeka. Jangan kita lupakan 🙏🏻 https://t.co/AaznEwyqiJ",aacc710a-0c2,positive,my
demonstrasi demonstration _output4,Bila nak turun padang buat demonstrasi gulingkan penyangak2 yg tak diundi ni? https://t.co/1v58Upwn7R,c763ac55-c03,negative,my
demonstrasi demonstration _output4,"warga ATM biar makan racun, jgn makan ayat..sok Dah pencen kena demonstrasi Lak tuntut itu ini.. #PakatanHarapanRakyatONn https://t.co/74qWhBVJ8l",47a66ef9-c70,negative,my
demonstrasi demonstration _output4,Insyallah sahabat-sahabat Terengganu kita bertemu program hari ini. 1) Demonstrasi Aman; Kecaman Penghinaan Terhadap Nabi Muhammad SAW. Di Masjid Pengadang Baru selepas solat Jumaat. 2) Perasmian MAT Berkelompok Pemuda PAS Cawangan dN Amanat PRU 15 Pemuda PAS Kwsn Marang https://t.co/bGK1GvcHQJ,50bfca0e-8f7,positive,my
demonstrasi demonstration _output4,"Ceih,... Dkt sabah nie relax jer tiada air ... Aq rasa klu org Penang mai dkt sini, confirm hari2 ada demonstrasi https://t.co/LPujI9GCU4",06ca04b9-5f4,negative,cm
demonstrasi demonstration _output4,"Lawan Kerajaan, lawan penguasa, lawan pemimpin zalim, atur demonstrasi mahasiswa, perkuatkan mahasiswa keadilan. Graduate juga. https://t.co/DwX519POcQ",506b4106-2cd,positive,my
demonstrasi demonstration _output4,"4 money Azam Baki got from ""corruption"" cases. These beliefs led the idiot young Malays and DAP youth to organise TangkapAzamBaki demonstration on Jan 22. If the idiot Malays had the chance they would have captured, beaten and captived Azam Baki. The demo & articles tarnished",3d5d8253-d32,negative,en
demonstrasi demonstration _output4,"https://t.co/65N41ivk8w @ca035193-7da TangkapAzamBaki demonstration wasn't mean to ask for the CC's resignation. The hooligan young Left wing Malays supported by the Chinese of DAP youth would have captured, beaten and kept Azam Baki their way. The demo ring leaders don't",3d5d8253-d32,negative,en
demonstrasi demonstration _output4,The scene outside Brickfields district police station. A total of 34 individuals have been called to give their statement over last Saturday’s #TangkapAzamBaki demonstration. 📸 @c22a0610-d69 https://t.co/xTCje25l7S,1c75f5d1-bc2,neutral,en
demonstrasi demonstration _output4,#DEMONSTRASI JALANAN BUKAN BUDAYA MALAYSIA BAGAIMANA DGN #RASUAH ? ADAKAH IANYA MENCERMINKAN BUDAYA BAIK DLM NEGARA INI ? 😁😉🤝🏽 @af9baf09-66a @4e219be9-68e,40862fc7-ed5,negative,my
demonstrasi demonstration _output4,@68ae248a-610 @c81a29de-5a3 @9ae2e585-62a Demonstrasi agenda politik apa barang. Kena kuda dengan parti-parti politik je la.,58649085-a04,negative,my
demonstrasi demonstration _output4,Luckily I'm at nu sentral just for events but I don't want to join today's demonstration,20523473-63a,neutral,en
demonstrasi demonstration _output4,"satu KL tutup sbb elak demonstrasi azam baki. wow, azam baki lg power dr bersih.",c8efa4f0-cdd,negative,cm
demonstrasi demonstration _output4,"punye kecut diorang ni semua, sampai gomen pon all out shut down block semua jalan & public transport yang jadi route to demonstration, gila babi lah https://t.co/1eh8Z93GAW",fd6c3601-b49,negative,cm
demonstrasi demonstration _output4,Kalu ado roadblock esok Kl semato toksew buwi ore demonstrasi tolok azam baki meme gilo..sapa setaro tu nok backup perasuah..malaysia darul punoh..,b4641d32-fd4,negative,cm
demonstrasi demonstration _output4,"Bodoh KDN ni, issue Azam Baki ni boleh settle cara senang. Dia pilih cara susah. Lepas ni aku percaya akan ada lagi siri demonstrasi lawan Mail Tak Guna. https://t.co/98jMjVl5HH",a667a076-776,negative,cm
demonstrasi demonstration _output4,"@baed634d-8d0 regardless who they are, demonstrasi waktu pandemik is definetely NO NO moevement! @c172f4e2-c78 @11ee0bd1-659 ambil tindakan!!! @878ee835-9c6 @257f9ddb-e5f",cce6f053-729,negative,cm
demonstrasi demonstration _output4,"bangsa Melayu, @48945013-9a1 @4b75c708-ef2 @44266901-8c7 @ce3ed337-215 @f88ea967-962 @47dddc90-c8c @d8bb1c8b-8c4 PM bijak tidak lengah2 membuat preemptive statement dan IGP @98887ce3-cc0 megelakkan demo tangkap bukan mengawal demonstrasi @1573e6f7-e87 @3a5beeb9-fb6 @6a5cf0d9-241 @4b75c708-ef2 @632c72ea-c59",3d5d8253-d32,positive,cm
hartal doktor kontrak _output3,Aku harap doctor yang dah dapat jawatan tetap sokong hartal ni. Duk jangan buat ayat sentap dekat diaorg sudah. #HartalDoktorKontrak https://t.co/E2P80FzJwv,724e917c-856,positive,cm
hartal doktor kontrak _output3,Show your solidarity with us. We need your support to make this happen. #HartalDoktorKontrak https://t.co/tZtcJdKVOi,8cba99e5-5dd,positive,en
hartal doktor kontrak _output3,"Calling all doctors, HO/MO/Specialists, media, and rakyat Malaysia to join #HartalDoktorKontrak. We will do this in 3 phases starting from 1st July (memorandum,pc, lastly strike-26th July) Lets make this happen for future healthcare in Malaysia! https://t.co/b6h6PFPi6H",8cba99e5-5dd,positive,en
hartal doktor kontrak _output3,Mana yg tanya kenapa. Boleh fahamkan isu2 utama duhulu ya 😊 Boleh baca di laman MMA-SCHOMOS. Patut atau tidak terpulang pendapat masing2. #malaysiamodernslavery #HartalDoktorKontrak https://t.co/N3MaQOaOWD,8d68b939-5c8,positive,cm
hartal doktor kontrak _output3,"Just imagine if this did happened. Every single contract medical officer and house officer just took ONE day off. The healthcare would collapse, I kid you not. But maybe, just maybe, they’ll appreciate us more and take us more seriously. Tempting. 🤔 #hartaldoktorkontrak https://t.co/BXZCYDbTB8",362a0c06-306,positive,en
hartal doktor kontrak _output3,#hartaldoktorkontrak sounds badass. Sounds like cartel. 😎 … “Kartello Hello!” https://t.co/56lh7z7D2C,362a0c06-306,negative,cm
hartal doktor kontrak _output3,The time has come. Calling all doktor kontrak and rakyat to join the strike on 26/7/2021 @257adce3-ebf #hartaldoktorkontrak,8cba99e5-5dd,positive,cm
hartal doktor kontrak _output3,Voice for your right! #HartalDoktorKontrak,8cba99e5-5dd,positive,en
hartal doktor kontrak _output3,Progress on #HartalDoktorKontrak Our voices have been heard. The strike is not to cripple the system. We need the public support for this to happen. https://t.co/jB63ypPaAZ,8cba99e5-5dd,positive,en
hartal doktor kontrak _output4,1 year ago @93fc133c-35a Do we still have faith with KKM? #hartaldoktorkontrak https://t.co/wnsbQpJIaJ,8cba99e5-5dd,neutral,en
hartal doktor kontrak _output4,"Ramalan satu tahun selepas #HartalDoktorKontrak dah berlaku: -Doktor di hospital sendiri tak cukup, kena pinjam doktor hospital sebelah. -Waktu menunggu di kecemasan 6-10 jam. - Makin banyak doktor kontrak & pakar quit kkm dan join private. https://t.co/eCiQFEzPo5",8cba99e5-5dd,negative,cm
himpunan turun _output1,"Himpunan Penyatuan Ummah akan diadakan di PWTC, Kuala Lumpur pada 13 & 14 September 2019. Ayuh seluruh rakyat Malaysia, kita turun beramai-ramai. #HPU914 #PenyatuanUmmah #BubarParlimen #SelamatkanNegaraku #SelamatkanMalaysia #SayangiMalaysiaku #MalaysiaBersih https://t.co/nWu2I2qMlG",f0aec6df-164,positive,my
himpunan turun _output1,Hujan turun menandakan himpunan diredhooi,142cecfa-b44,positive,my
himpunan turun _output1,Lama dah tak turun himpunan. Insyaa Allah kali ni. Jom kita. Tq sahabat 😊,220dd373-ded,positive,cm
himpunan turun _output1,Sebenarnya ada terlalu banyak sebab kenapa kita perlu turun Himpunan Pertahan Kedaulatan Islam #405 esok di SOGO. Tak perlu pergi jauh. Kita tengok isu yang ada pada Menteri Agama sahaja. https://t.co/zU1ljdFniQ,ad2a88bb-e18,positive,my
himpunan turun _output1,"HIMPUNAN PERTAHAN KEDAULATAN ISLAM 🇲🇾🕌Kedaulatan Islam wajib dipelihara! ☝🏻Buktikan keimanan anda kepada Islam sabtu ini! ✊🏻Ayuh turun ke Himpunan Pertahan Kedaulatan Ummah! ⚪️Tema kita, putih. #MalaysiaNegaraIslam #UmmahBangkit #HimpunanUmmah https://t.co/qLxVRIOOrW",781b62c7-9c0,positive,my
himpunan turun _output1,"Dapat jawatan pon pakai cable, pastu bagi kerja simple sikit pon mengeluh tak tahu nak buat. Pastu dapat arahan mengarut, tahlah korang takleh tegakkan suara student pastu blame kitorang sebab tak turun himpunan. Pala butoh kau lah sial. Last last student seksa kau selesa. Babi",aae49e38-2e9,negative,cm
himpunan turun _output3,"Berapa la sorang-sorang dibayor ye. Kalau berani, turun la himpunan lawan, bersemuka dengan anak muda. Dengar tuntutan kami. Duk dalam comfort zone, dengor orang memuji awak gaya firaun, tak guna. https://t.co/RBhuHK6Nl7",724e917c-856,negative,cm
himpunan turun _output3,"Aku faham, tapi tak perlu kot nak kata himpunan lawan ni menyusahkan orang lain. Yes, korang banyak buat CSR, tapi political will perlu berjalan jugak. Sampai bila kita nak kena pijak ye dak. Tak nak turun takpa. Tapi just fahmkan apa yang mereka cuba sampaikan. ✌ https://t.co/lDqjkBrqWx",724e917c-856,positive,cm
himpunan turun _output3,"Nanti kes covid naik, ada kluster dari himpunan ni, jangan salahkan orang lain. Salahkan yg turun berhimpun ni 👇😃 geramm pulak kiteee https://t.co/ohAHzFscuN",abcba701-447,negative,my
himpunan turun _output3,"@c4bdb0d8-9bc Pro contra yeng benda2 gini. Dr zaman bersih, himpunan hija, himpunan icerd, mmg ad nye yeng. Dok pelik dh bg aku sbb yelaa ramai jenis budok2 satu ngikut2 je tau, pahtu of cos geng2 zolim buleh sabotaj mcm2 nye dh dorg tau dh akan turun padang arini 🤣",b20838c9-1c8,negative,cm
himpunan turun _output3,"@25e3f66a-783 Nk turun himpunan x perlu ukur pd umur, bangsa n siapa. Kalau dh x nk terima usul, ada shj sebab utk menolak.",b814f8f0-e2a,positive,my
himpunan turun _output4,https://t.co/UdllEXIXFz Asal BaNgsat UnMo Asal UnMo BaNgsat 😠😠😠😠😠😠😠,87a5eaf9-3cd,negative,my
himpunan turun _output4,Ermm nak buat himpunan #TURUN ke sabtu ni. Baru plan nak pergi cuci2 mata di sogo n Gio fabrics. Takpela.. Cancel jela. https://t.co/38oeeopGz6,b63fd196-89e,neutral,cm
krisis air water crisis _output1,"Omg, rasa berdosa plak gelak 😂 semoga krisis air berakhir segera https://t.co/WoMy0sMDkf",923acd9d-144,positive,cm
krisis air water crisis _output1,Yang rancang paling tak beria itulah yang jadi. Sebab Selangor krisis air maka kita lari ke negeri lain mandi-manda makan-makan. https://t.co/9CgYyHyUQw,01f60810-f8a,positive,my
krisis air water crisis _output1,@2a9a6056-570 Sebelum ni semua krisis air dapat aku harungi sebab k13 tak pernah kering air. Entah apa punca ada setan ke apa dalam tangki sampai licin haihh.,583b6373-5d3,negative,my
krisis air water crisis _output1,Exactly agreed on his remarks on water issue whereas the gov had failed to live up to its promises which their Manifesto to resolve Selangor’s water crisis within 100 days of coming into power.,b0683116-a36,negative,en
krisis air water crisis _output1,Selangor and water crisis ughhhh https://t.co/dVjE2KU787,a38c806e-637,negative,en
krisis air water crisis _output1,KRISIS AIR : “Penduduk di kawasan-kawasan yang terjejas ketiadaan air akan mula menerima kembali bekalan selewat-lewatnya pada malam ini.”-MB Selangor @11673991-a9d . #krisisair #airselangor @2e289613-2ff https://t.co/1TpS8iVyKc,65ad4daa-fbc,positive,my
krisis air water crisis _output1,KRISIS AIR : Penduduk di Puchong Perdana menadah air di pili awam berhadapan Masjid As-Salam. #airselangor #krisisair #airtiada @2e289613-2ff https://t.co/TuJg6aJTgv,65ad4daa-fbc,positive,my
krisis air water crisis _output1,@7a67983a-dca Hahahahahahaha krisis air ni teruk betul.. dugaan dugaan,9b121cd7-882,negative,my
krisis air water crisis _output1,Kemampuan penduduk bersabar dengan krisis air yang tak sudah. Pembuangan sampah haram plastik dan e-waste. Perancangan perumahan yang tidak teratur dan mahal namati. Yang lain pulak sambung https://t.co/1SZEFSGc3u,57175e45-537,negative,cm
krisis air water crisis _output1,Bekalan krisis air.. bekalan air d matunggong/kudat x menentu skrg.. tambahan lg pam tangki sini kuaters rosak.. xdpt pump bekalan air naik p kuaters.. kasi stok saja awal2 la.. 😅😅 @48902574-c46 Smk… https://t.co/B0aDhcUq8J,bf41886c-61d,negative,my
krisis air water crisis _output1,"Jerebu, dan sekarang krisis bekalan air pula, Allahu .",4c7261c3-5f2,neutral,my
krisis air water crisis _output1,"What were the #SAMB staffs doing? Watch the water level go down while chit chatting with morning coffee???? When u don't plan ahead, u.plan to fail. Do u understand???? Mismanagement is reason behind Melaka water crisis. #mismanagement #melak #watercrisis",fc867655-e4b,negative,en
krisis air water crisis _output1,Don't buy property or invest in Melaka! Water crisis is a never ending story. U will regret. #propertyasia #nowater #investors #buyers #rakyatderita #melakakrisisair #Melaka #water,fc867655-e4b,negative,cm
krisis air water crisis _output1,@48705cd6-b9d masih lagi nak menafitkan ke? Dah 4 Hari tiada air. Ini krisis!!!!! #melaka #melakakrisisair #nowaterinmelaka,fc867655-e4b,negative,cm
krisis air water crisis _output1,Hari ni berbekalkan air simpanan dan tangki..bermulalah episod krisis air..,90f10d99-893,negative,my
krisis air water crisis _output1,4 Hari x ada air Bukan lagi krisis???? https://t.co/3GFBuWAKjM,fc867655-e4b,negative,my
krisis air water crisis _output1,@25325a3f-750 Yes of course. Rumah dia ada air. Rumah kita org tak ada air. We are left with no water for 4 days now and he can say BUKAN krisis???? What the hell???,fc867655-e4b,negative,cm
krisis air water crisis _output1,"Melaka krisis air sangat teruk, sampai kan lori dari selangor, perak, n9, johor and kedah berkonvoi hantar kan air.",39b30f3e-e6b,negative,my
krisis air water crisis _output1,"@89aa6255-b7b Dear Tun, pls look into water crisis in Melaka. Dah masuk Hari ke3 penduduk Taman Angkasa Nuri x ada air.",fc867655-e4b,neutral,cm
krisis air water crisis _output1,@3cebf3ef-220 For 3 days continuously? Not a crisis??? Yes for u sebab rumah u all ada air kan? Not for public like me! we in Angkasa nuri yet to receive water not even tankers!!!!,fc867655-e4b,negative,cm
krisis air water crisis _output1,Masuk Hari ke3 NO Water in Taman Angkasa Nuri @062977d1-65c No tangki air pun datang... isn't this a crisis? Pls respond! I'm sick and tired! #watercrisis #water #samb #bekalanairmelaka @25325a3f-750 @61b1214c-b36 @d097c11b-b14,fc867655-e4b,negative,cm
krisis air water crisis _output1,we STAN THE GIRL TALKING ABT THE WATER CRISIS IN KMM TO THE KETUA MENTERI WE LUV U❤,e333114c-102,positive,cm
krisis air water crisis _output1,@eb92f78a-dce @61b1214c-b36 Seriously? We are without water for 2 days now! Isn't that a crisis?????,fc867655-e4b,negative,en
krisis air water crisis _output1,@062977d1-65c kindly look into the water crisis. Why wait till the water runs dry and then think of solution. Who is responsible in monitoring the water level? Why they failed?,fc867655-e4b,negative,en
krisis air water crisis _output1,"Yang mana plan nak bercuti ke Melaka tu harap batalkan rancangan anda ye , tengah darurat krisis air ni . Kang kau dah sampai jauh2 orang nak terangkan hotel takde air bukan kau faham .",27bf07b0-798,negative,my
krisis air water crisis _output1,"Kem site malam ni bertinggat2, sempah tadah air fly 2 3 botol. Krisis air gak la malam tu. Nasib la boleh lg nak memasak. Lupa da menu malam tu, sblum tido ak tanak nasi tuk goreng pagi esok. Mlm tu dan 5 min pillow talk ngn org sblah. Pastu dia tidoq dulu..hah",2d567e0d-e35,neutral,my
krisis air water crisis _output1,"@101592c3-292 @b2b2178e-b27 Yessssss. That’s why when Selangor water crisis time,no coke hahaha",8190ed72-b1c,negative,en
krisis air water crisis _output1,"@614c0c4a-cd6 Inisiatif yg baik dari gov so bg la credit. Benda baik kita support, bukannya gov fight buat litar lumba kat highway sg besi. Nak tau kaki spin betul , ada sorang mp tu, org tanya psl hutang dia jawab “krisis air di selangor lebih teruk”",8f0d002e-79e,negative,cm
krisis air water crisis _output1,"Boboiboy 2, punchline nonstop.. Tengah2 krisis berlawan, ttba ada lawak... 😑😑Aku gelak smpai kluar air mata, and fyi, suara gelak adik bradik aku je kuat dlm wayang tu.. 🤭🤭🤭",35f399e3-606,neutral,cm
krisis air water crisis _output1,@aeb3de97-faf @af718bab-5a2 Ini lebih penting darinkrisis air atau apa2 krisis di selangor,2d9a4bfc-19a,negative,my
krisis air water crisis _output1,Krisis air d Selangor dah macam ada unsur2 sabotaj. Pencemaran yg berlaku hingga menyebabkan gangguan bekalan air seperti d rancang. Rakyat yg jadi mangsa sudah pasti akan menyalahkan @14b2bdba-8bc Kerajaan Negeri & Persekutuan.,15230d18-281,negative,my
krisis air water crisis _output1,@4992cb69-19e @532e5ae1-68c Pesan bawak baldi banyak sikit dan hati yang redha haha. Selalu krisis air tu afzan 😅,1a3889e4-d2a,positive,my
krisis air water crisis _output1,Paani Bachao (Save ground water -rain water harvesting )to increase-the ground water levels should be priority for Modi 2 along with joining the rivers. Very bad water crisis in districts with most rivers as well @eb57e064-f7a @1e1048a1-77c @ac02be43-7e1 @3efb5460-5f0,05c99f78-e28,negative,en
krisis air water crisis _output1,"Kesian penduduk Klang,takde air hampir 5hari dah. Sampaikan kak long menumpang sementara dekat rumah abe. Krisis ketiadaan air mungkin akan berlanjutan. Dugaan bulan puasa",5dece8a6-4c0,negative,my
krisis air water crisis _output1,"Salam 3 Ramadhan. Krisis Air masih x selesai, semoga tabah warga Klang 😌 https://t.co/kPKTkYP0Bm",da2521af-701,positive,my
krisis air water crisis _output1,"So my mum stocked water up like there was gonna be a water crisis for the next one week. I did warn her that this whole no water for 4 days was pure bullshit.. Less than 24 hours later when there was water supply again,”I shall use it to water the plants for the next one week” 🤦🏽‍♀️",04910315-7fa,negative,en
krisis air water crisis _output1,Takde satu pun hero Avengers EndGame tu boleh settle krisis air 4 hari kat KL Selangor ni.. mcmana nak mandi ni? 😫,910e1aa5-3d8,negative,cm
krisis air water crisis _output1,So like kuantan here legit has a water crisis and the house no water to drink expect beer... so am I in darurat?🥳,3bf6c94a-15e,negative,cm
krisis air water crisis _output1,@dc8be290-2fa @f5b81e37-4eb Sama. Time krisis air selangor,ff371ebf-481,neutral,cm
krisis air water crisis _output1,Esok memang aku tidur puas puas dalam bilik krisis tu. nasib baik ada air cond. esok start operasi kita @d94eaa2e-0d3,8f3c6c50-a24,neutral,cm
krisis air water crisis _output1,"@5fbf50c8-59e The second you left kmm, water crisis end 😂",79a44d15-760,negative,en
krisis air water crisis _output1,Krisis air dari semalam mati sampai ke harini coi,236f8eab-bf8,negative,my
krisis air water crisis _output1,@d30e9f1e-9c4 kaannn!! kite dalam water industry. kalau ada krisis kan dorang ni berbunyiikkk je macam pandai sgt. bagi minum air tanah kanggg haa 😆,ef1b8d42-d8e,negative,cm
krisis air water crisis _output1,"Telampau krisis air ba. Second trep sdh tu lori datang bawa air, tapi kali ni dia bawa sekali tangki hahahahhahhahaha.",ac7356b2-566,negative,cm
krisis air water crisis _output1,Sekolah Tun Fatimah : 20190216 Water Crisis Alert! Hari ni kena ke STF. Murid dibenarkan pulang setelah krisis air semakin meruncing. Sempat lepak kat petronas sesambil ngisi angin… https://t.co/SV67arQBKH,d20ab94b-85f,neutral,cm
krisis air water crisis _output1,Boleh tak kalau time krisis air ni takpayah nak kunci gate sangat 😪,e4a17051-8ab,neutral,cm
krisis air water crisis _output2,PAS and water crisis. https://t.co/0qMML2X2Zk,abb33a10-4f0,negative,en
krisis air water crisis _output2,@e45f1068-2ef @2a423f7a-603 Sampai mampos lah tak selesai isu kalau “tempat lain pun ada krisis air” Krisis air dek bukan tak dapat bekalan air bersih. Harap maklong paklong kak cik abah coh,57175e45-537,negative,my
krisis air water crisis _output2,"Kalau krisis air Kedah 2040, krisis air kelantan? Lupa kelantan bersyukur minum air merah. Boleh jadi exco. https://t.co/04FPdidSa3",572426f8-460,negative,cm
krisis air water crisis _output2,"Bila negara diambang krisis, waktu itulah kita Boleh melihat belang belang manusia yang sebenarnya. Contoh yang terdekat adalah orang kaya malaysia dan sesetengah artis tanah air kita. Belum istihar darurat/lockdown lagi pun, mereka sudah gawat.",bc7d20d4-781,negative,cm
krisis air water crisis _output2,"Saya sik dapat eh ngga video sedih² semasa krisis covid 19 tok. Ngga biak kecik kna bawa nait ambulan +ve covid 19, ngga org xda brg pke makan, ngga barisan frontliner kepenatan, ngga org xda rumah utk PKP. Keluar air mata saya ngga vid² ya",431ef54a-e36,positive,cm
krisis air water crisis _output2,"Ni aku nak buat crowdfund untuk kampung aku tapi pasal krisis air, tucaku buat before MCO lagi. But at the same time aku ada jugak deal dengan satu student feom private uni yang ada buat program khas untuk tolong orang yang kesusahan.",205c1f22-e91,positive,cm
krisis air water crisis _output2,"Aku terfikir macam mana orang kampung aku nak survive during RMO. Most of them are nelayan, penoreh getah, pekebun kecil, kerja dengan orang. Dengan krisis air lagi. llepas tu susah lagi nak keluar dari pulau nak ke bandar untuk beli barang dapur.",205c1f22-e91,negative,cm
krisis air water crisis _output2,"Kampung aku lah kesian. Dahlah tengah krisis air, pastu RMO lagi. Mostly yang kerja kat kampung tu penoreh getah, jual sayur, memukat. Lepas tu mak aku bagitau, orang kampung susah nak keluar bandar since kawasan bot berlabuh keluar masuk pulau sebatik ke bandar dikawal ketat.",205c1f22-e91,negative,cm
krisis air water crisis _output2,Alhamdulillah hujan. Semoga krisis air di Melaka berakhir bersama-sama wabak covid19 sebelum Ramadan tiba. Aminnn 🤲,4b111e5f-520,positive,my
krisis air water crisis _output2,@3aa2b944-e30 Macehhh neh takowwtt. Dah lah melaka tgh krisis air,b0037f1f-37e,neutral,my
krisis air water crisis _output2,"Just like many reformasi CSO’s their partisanship, actions, choice of words and “water face” when in power and during PM crisis discredit and do not do justice to their supposedly good intentions. Better to lay quiet now, rebrand or change leadership https://t.co/oLyVs4sbI7",8f739344-3f4,negative,en
krisis air water crisis _output2,My another idiot brother pi basuh kasut dia pastu CELUP DALAM AIR MANDI YANG DAH TADAH dah la orang tgh krisis air terpaksa buang air satu tong 😭😤 https://t.co/kU9s1FxTRg,aaf293ca-265,negative,my
krisis air water crisis _output2,"One thing I saw about Malaysian , when water crisis in Melaka barulah pekerja SAMB nak buat kerja kalau tidak lepak kedai lama-lama even office hours",b5e5d12f-73b,negative,cm
krisis air water crisis _output2,duduk Selangor memang mencabar.kes corona makin naik dan sekarang krisis air pulak yang tak pernah sudah sudah.,99ef8efb-3a6,negative,my
krisis air water crisis _output2,Dia tak tahu ke?kerajaan bukan majoriti islam pun panggil budak2 tahfiz untuk solat hajat dan doakan supaya hujan time krisis air.diorang pun percaya perlu doa pada tuhan (bagi kita Allah yang satu lah) untuk mohon hujan.bukan kaedah sains semata2. https://t.co/sRJwT3opYb,6a20f876-0d7,neutral,cm
krisis air water crisis _output2,Tukar gomen ini akan dapat tangki biru lagikah?? Krisis air di Tawau bila akan berakhir???,880fbbb9-439,negative,my
krisis air water crisis _output2,ada eloknya DUN Melaka dibubarkan ! krisis air berpanjangan. krisis politik pun sama 😪 aku sanggup balik mengundi 😫,38c8c8eb-5fe,negative,my
krisis air water crisis _output2,Can someone do something about the water crisis in Melaka ☹️,d6cf57d7-075,negative,en
krisis air water crisis _output2,Cerita hujung minggu lepas; Alhamdulillah berjaya membebaskan diri dari tekanan untuk mengikuti perkembangan krisis politik tanah air yang meruncing dengan bergembira dan beriadah bersama keluarga sekerja Les Copaque… https://t.co/rVQBJaye3j,951adf7e-c4a,neutral,my
krisis air water crisis _output2,"Hebahan segera. Orang Melaka di tipu hidup-hidup. Untuk info Ramalan dari tahun 2000 mmg sudah mengjangkakan Melaka akan mengalami krisis air pd tahun 2020, kerajaan negeri telah membuat usul untuk membina empangan jernih pada tahun 2005, tetapi mendapat tentangan dari..... https://t.co/0IcXZRrgZs",4e4a2981-fac,negative,my
krisis air water crisis _output2,Dah lah melaka tgh krisis air.. Time takde air lupa nk tutup paip.. Bila ada air terus lah keluar saje bodo2 gitu.. Mencanak bil air aku bln ni oiii..,23c305fa-d2b,negative,cm
krisis air water crisis _output2,Semasa krisis air berlaku.. https://t.co/jo39X2NJh7 https://t.co/HOMR4LcJwQ,96e40328-acf,neutral,my
krisis air water crisis _output3,Mencari mereka yang hilang biasanya 'semut merah' ni pantang Selangor ada krisis air terus terpacak membantu tp senyap tolong2 tengokkan yer 🤣 https://t.co/KDCyrlHkmC,3e2bcac3-185,positive,my
krisis air water crisis _output3,I’m extremely sad sand devastated over the flood crisis now . My house is now blacked out. My grandparents has been stuck in their room more than 15 hours at their house . The water level is rising 😭,e0b274ed-d2e,negative,en
krisis air water crisis _output3,"Pernah. Plg teruk nangis bila dlm krisis personal, org yg kita syg dh biasa mkn sama2 sblm tu dah takde lg dh. Pastu basuh pinggan pun boleh smbung menangis lg. Keliru dh rasa masin mknn ke atau air mata meleleh je masa tu https://t.co/0RPg1Sj1J9",bfeae329-ddd,neutral,my
krisis air water crisis _output3,Krisis air dan air bersih di Kelantan manafestasi kegagalan kerajaan Serambi Mekah PAS memerintah Kelantan lebih 30 tahun https://t.co/qFL8mwLaeB,8069599f-3a0,negative,my
